date,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2018-02-08,2018-02-08,182.81,182.8,182.81,182.78,139200,1368822304.0,0.02,0.01,0.01,0.0
2018-02-09,2018-02-09,182.83,182.82,182.84,182.82,92800,894113600.0,0.01,0.01,0.02,0.0
2018-02-12,2018-02-12,182.89,182.91,182.91,182.88,67900,662782496.0,0.02,0.05,0.09,0.0
2018-02-13,2018-02-13,182.93,182.92,182.95,182.92,54600,515263392.0,0.02,0.01,0.01,0.0
2018-02-14,2018-02-14,182.95,182.95,182.95,182.94,55500,537570368.0,0.01,0.02,0.03,0.0
2018-02-22,2018-02-22,183.13,183.11,183.14,183.11,62900,606295200.0,0.02,0.09,0.16,0.0
2018-02-23,2018-02-23,183.14,183.15,183.15,183.14,1403500,1364042352.0,0.01,0.02,0.04,0.0
2018-02-26,2018-02-26,183.22,183.21,183.22,183.19,121400,1177053360.0,0.02,0.03,0.06,0.0
2018-02-27,2018-02-27,183.23,183.21,183.23,183.2,172700,1687607664.0,0.02,0.0,0.0,0.0
2018-02-28,2018-02-28,183.23,183.24,183.24,183.22,191000,1848282432.0,0.01,0.02,0.03,0.0
2018-03-01,2018-03-01,183.26,183.06,183.26,183.04,114000,1104018464.0,0.12,-0.1,-0.18,0.0
2018-03-02,2018-03-02,183.08,183.08,183.09,183.06,1397600,1357407888.0,0.02,0.01,0.02,0.0
2018-03-05,2018-03-05,183.15,183.12,183.16,183.1,138000,1340482240.0,0.03,0.02,0.04,0.0
2018-03-06,2018-03-06,183.15,183.17,183.17,183.14,194600,1901374736.0,0.02,0.03,0.05,0.0
2018-03-07,2018-03-07,183.19,183.16,183.2,183.13,118600,1156849872.0,0.04,-0.01,-0.01,0.0
2018-03-08,2018-03-08,183.19,183.19,183.2,183.17,189900,1856521632.0,0.02,0.02,0.03,0.0
2018-03-09,2018-03-09,183.21,183.21,183.22,183.19,1426900,1386685072.0,0.02,0.01,0.02,0.0
2018-03-12,2018-03-12,183.28,183.27,183.29,183.26,116100,1134046816.0,0.02,0.03,0.06,0.0
2018-03-13,2018-03-13,183.29,183.29,183.31,183.27,165500,1591613104.0,0.02,0.01,0.02,0.0
2018-03-14,2018-03-14,183.31,183.28,183.32,183.27,160900,1566244240.0,0.03,-0.01,-0.01,0.0
2018-03-15,2018-03-15,183.3,183.27,183.3,183.26,198800,1932889168.0,0.02,-0.01,-0.01,0.0
2018-03-16,2018-03-16,183.29,183.31,183.31,183.29,1675400,1639564912.0,0.01,0.02,0.04,0.0
2018-03-19,2018-03-19,183.39,183.38,183.4,183.37,146000,1422205120.0,0.02,0.04,0.07,0.0
2018-03-20,2018-03-20,183.4,183.41,183.42,183.38,110100,1074027024.0,0.02,0.02,0.03,0.0
2018-03-21,2018-03-21,183.44,183.41,183.46,183.41,356800,1908003376.0,0.03,0.0,0.0,0.0
2018-03-22,2018-03-22,183.44,183.46,183.46,183.44,146700,1424170000.0,0.01,0.03,0.05,0.0
2018-03-23,2018-03-23,183.48,183.52,183.52,183.48,1679900,1639446224.0,0.02,0.03,0.06,0.0
2018-03-26,2018-03-26,183.59,183.6,183.6,183.58,108000,1058262320.0,0.01,0.04,0.08,0.0
2018-03-27,2018-03-27,183.63,183.64,183.66,183.62,114200,1116654784.0,0.02,0.02,0.04,0.0
2018-03-28,2018-03-28,183.67,183.7,183.71,183.66,146200,1435217168.0,0.03,0.03,0.06,0.0
2018-03-29,2018-03-29,183.72,183.72,183.73,183.71,109400,1068027440.0,0.01,0.01,0.02,0.0
2018-03-30,2018-03-30,183.75,183.76,183.77,183.73,1287500,1228233520.0,0.02,0.02,0.04,0.0
2018-04-02,2018-04-02,183.83,183.85,183.85,183.82,97200,937973904.0,0.02,0.05,0.09,0.0
2018-04-03,2018-04-03,183.87,183.9,183.9,183.86,98600,951079504.0,0.02,0.03,0.05,0.0
2018-04-04,2018-04-04,183.92,183.95,183.95,183.92,1154400,1118189856.0,0.02,0.03,0.05,0.0
2018-04-09,2018-04-09,184.07,184.08,184.08,184.05,143900,1389515024.0,0.02,0.07,0.13,0.0
2018-04-10,2018-04-10,184.11,184.12,184.12,184.1,102700,1002173984.0,0.01,0.02,0.04,0.0
2018-04-11,2018-04-11,184.14,184.15,184.16,184.11,159600,1543724176.0,0.03,0.02,0.03,0.0
2018-04-12,2018-04-12,184.18,184.23,184.23,184.18,175500,1690307584.0,0.03,0.04,0.08,0.0
2018-04-13,2018-04-13,184.25,184.29,184.3,184.25,1522100,1477206384.0,0.03,0.03,0.06,0.0
2018-04-16,2018-04-16,184.36,184.39,184.39,184.36,105300,1008646944.0,0.02,0.05,0.1,0.0
2018-04-17,2018-04-17,184.41,184.47,184.47,184.41,146500,1431171728.0,0.03,0.04,0.08,0.0
2018-04-18,2018-04-18,184.49,184.6,184.6,184.49,171400,1669797552.0,0.06,0.07,0.13,0.0
2018-04-19,2018-04-19,184.61,184.66,184.67,184.61,118400,1146424080.0,0.03,0.03,0.06,0.0
2018-04-20,2018-04-20,184.69,184.77,184.78,184.69,88800,861117200.0,0.05,0.06,0.11,0.0
2018-04-23,2018-04-23,184.84,184.85,184.85,184.83,173900,1695406048.0,0.01,0.04,0.08,0.0
2018-04-24,2018-04-24,184.88,184.9,184.9,184.87,111100,1082529328.0,0.02,0.03,0.05,0.0
2018-04-25,2018-04-25,184.92,184.91,184.92,184.88,131000,1280326528.0,0.02,0.01,0.01,0.0
2018-04-26,2018-04-26,184.94,184.94,184.94,184.93,76500,753577776.0,0.01,0.02,0.03,0.0
2018-04-27,2018-04-27,184.96,185.01,185.01,184.95,107700,1045861712.0,0.03,0.04,0.07,0.0
2018-05-02,2018-05-02,185.12,185.12,185.12,185.1,65200,638804640.0,0.01,0.06,0.11,0.0
2018-05-03,2018-05-03,185.14,185.14,185.14,185.12,216200,2144423168.0,0.01,0.01,0.02,0.0
2018-05-04,2018-05-04,185.17,185.16,185.19,185.14,150500,1468024096.0,0.03,0.01,0.02,0.0
2018-05-07,2018-05-07,185.23,185.2,185.23,185.19,145700,1429774816.0,0.02,0.02,0.04,0.0
2018-05-08,2018-05-08,185.23,185.22,185.24,185.21,202200,1975037856.0,0.02,0.01,0.02,0.0
2018-05-09,2018-05-09,185.24,185.22,185.24,185.2,154900,1489923248.0,0.02,0.0,0.0,0.0
2018-05-10,2018-05-10,185.24,185.23,185.25,185.21,208400,1977648320.0,0.02,0.01,0.01,0.0
2018-05-11,2018-05-11,185.25,185.24,185.26,185.21,155600,1493543296.0,0.03,0.01,0.01,0.0
2018-05-14,2018-05-14,185.31,185.27,185.31,185.26,137900,1331786288.0,0.03,0.02,0.03,0.0
2018-05-15,2018-05-15,185.3,185.28,185.31,185.28,92700,889074336.0,0.02,0.01,0.01,0.0
2018-05-16,2018-05-16,185.31,185.3,185.32,185.29,100200,948770816.0,0.02,0.01,0.02,0.0
2018-05-17,2018-05-17,185.32,185.3,185.32,185.28,119800,1163177952.0,0.02,0.0,0.0,0.0
2018-05-18,2018-05-18,185.32,185.32,185.34,185.31,1123200,1082257392.0,0.02,0.01,0.02,0.0
2018-05-21,2018-05-21,185.39,185.38,185.4,185.37,112600,1088949904.0,0.02,0.03,0.06,0.0
2018-05-22,2018-05-22,185.4,185.37,185.41,185.36,109700,1070211392.0,0.03,-0.01,-0.01,0.0
2018-05-23,2018-05-23,185.39,185.39,185.4,185.38,126700,1250099728.0,0.01,0.01,0.02,0.0
2018-05-24,2018-05-24,185.42,185.42,185.43,185.4,116300,1142473408.0,0.02,0.02,0.03,0.0
2018-05-25,2018-05-25,185.45,185.41,185.46,185.36,102500,1006252032.0,0.05,-0.01,-0.01,0.0
2018-05-28,2018-05-28,185.49,185.5,185.5,185.48,99000,969934608.0,0.01,0.05,0.09,0.0
2018-05-29,2018-05-29,185.52,185.48,185.53,185.48,86000,835048848.0,0.03,-0.01,-0.02,0.0
2018-05-30,2018-05-30,185.51,185.51,185.52,185.5,117300,1144951904.0,0.01,0.02,0.03,0.0
2018-05-31,2018-05-31,185.53,185.54,185.54,185.52,66400,644663456.0,0.01,0.02,0.03,0.0
2018-06-01,2018-06-01,185.56,185.57,185.58,185.55,62800,609563456.0,0.02,0.02,0.03,0.0
2018-06-04,2018-06-04,185.64,185.63,185.65,185.63,106300,1040384720.0,0.01,0.03,0.06,0.0
2018-06-05,2018-06-05,185.66,185.64,185.67,185.62,108900,1066325584.0,0.03,0.01,0.01,0.0
2018-06-06,2018-06-06,185.67,185.66,185.67,185.65,129700,1268276480.0,0.01,0.01,0.02,0.0
2018-06-07,2018-06-07,185.68,185.67,185.68,185.66,163400,1575547376.0,0.01,0.01,0.01,0.0
2018-06-08,2018-06-08,185.69,185.69,185.71,185.67,161300,1581243232.0,0.02,0.01,0.02,0.0
2018-06-11,2018-06-11,185.76,185.74,185.77,185.73,99000,963004240.0,0.02,0.03,0.05,0.0
2018-06-12,2018-06-12,185.77,185.75,185.77,185.74,191700,1868162432.0,0.02,0.01,0.01,0.0
2018-06-13,2018-06-13,185.78,185.79,185.81,185.77,125400,1222161280.0,0.02,0.02,0.04,0.0
2018-06-14,2018-06-14,185.81,185.82,185.83,185.8,156100,1517062912.0,0.02,0.02,0.03,0.0
2018-06-15,2018-06-15,185.84,185.85,185.86,185.82,109500,1058991328.0,0.02,0.02,0.03,0.0
2018-06-19,2018-06-19,185.95,185.95,185.96,185.93,97000,938290192.0,0.02,0.05,0.1,0.0
2018-06-20,2018-06-20,185.96,185.96,185.98,185.95,113600,1110244432.0,0.02,0.01,0.01,0.0
2018-06-21,2018-06-21,185.98,185.96,185.99,185.95,206500,2011794032.0,0.02,0.0,0.0,0.0
2018-06-22,2018-06-22,185.98,186.0,186.0,185.98,132100,1297544496.0,0.01,0.02,0.04,0.0
2018-06-25,2018-06-25,186.08,186.06,186.08,186.05,89600,873356528.0,0.02,0.03,0.06,0.0
2018-06-26,2018-06-26,186.09,186.06,186.09,186.04,104800,1017303872.0,0.03,0.0,0.0,0.0
2018-06-27,2018-06-27,186.08,186.09,186.09,186.07,101600,988337760.0,0.01,0.02,0.03,0.0
2018-06-28,2018-06-28,186.11,186.12,186.12,186.1,131400,1292352768.0,0.01,0.02,0.03,0.0
2018-06-29,2018-06-29,186.14,186.17,186.17,186.14,112700,1110301328.0,0.02,0.03,0.05,0.0
2018-07-02,2018-07-02,186.24,186.25,186.26,186.22,193000,1888289344.0,0.02,0.04,0.08,0.0
2018-07-03,2018-07-03,186.27,186.27,186.28,186.26,108400,1041288512.0,0.01,0.01,0.02,0.0
2018-07-04,2018-07-04,186.29,186.29,186.3,186.27,136700,1325313664.0,0.02,0.01,0.02,0.0
2018-07-05,2018-07-05,186.32,186.34,186.34,186.31,162100,1582875456.0,0.02,0.03,0.05,0.0
2018-07-06,2018-07-06,186.39,186.38,186.39,186.35,121300,1190769744.0,0.02,0.02,0.04,0.0
2018-07-09,2018-07-09,186.46,186.44,186.47,186.41,130100,1269515968.0,0.03,0.03,0.06,0.0
2018-07-10,2018-07-10,186.46,186.45,186.47,186.44,113400,1099792064.0,0.02,0.01,0.01,0.0
2018-07-11,2018-07-11,186.48,186.43,186.48,186.42,99400,977826672.0,0.03,-0.01,-0.02,0.0
2018-07-12,2018-07-12,186.46,186.44,186.47,186.43,79200,773791632.0,0.02,0.01,0.01,0.0
2018-07-13,2018-07-13,186.48,186.48,186.49,186.47,126300,1249228160.0,0.01,0.02,0.04,0.0
2018-07-16,2018-07-16,186.55,186.57,186.57,186.55,117000,1153149008.0,0.01,0.05,0.09,0.0
2018-07-17,2018-07-17,186.61,186.64,186.64,186.57,98800,973499840.0,0.04,0.04,0.07,0.0
2018-07-18,2018-07-18,186.66,186.69,186.7,186.65,113200,1114699152.0,0.03,0.03,0.05,0.0
2018-07-19,2018-07-19,186.72,186.78,186.79,186.72,182600,1795823648.0,0.04,0.05,0.09,0.0
2018-07-20,2018-07-20,186.81,186.83,186.83,186.8,139400,1366378896.0,0.02,0.03,0.05,0.0
2018-07-23,2018-07-23,186.91,186.9,186.93,186.89,128400,1264218256.0,0.02,0.04,0.07,0.0
2018-07-24,2018-07-24,186.93,186.93,186.94,186.92,150000,1472156784.0,0.01,0.02,0.03,0.0
2018-07-25,2018-07-25,186.96,186.98,186.99,186.96,62100,605183648.0,0.02,0.03,0.05,0.0
2018-07-26,2018-07-26,187.02,187.02,187.02,186.99,126700,1245368832.0,0.02,0.02,0.04,0.0
2018-07-27,2018-07-27,187.05,187.04,187.06,187.0,107900,1033840752.0,0.03,0.01,0.02,0.0
2018-07-30,2018-07-30,187.15,187.14,187.18,187.12,164800,1621209184.0,0.03,0.05,0.1,0.0
2018-07-31,2018-07-31,187.16,187.24,187.24,187.16,126300,1223384896.0,0.04,0.05,0.1,0.0
2018-08-01,2018-08-01,187.26,187.3,187.31,187.22,150200,1465918160.0,0.05,0.03,0.06,0.0
2018-08-02,2018-08-02,187.32,187.38,187.39,187.31,224400,2241461696.0,0.04,0.04,0.08,0.0
2018-08-03,2018-08-03,187.41,187.5,187.5,187.41,215200,2130683344.0,0.05,0.06,0.12,0.0
2018-08-06,2018-08-06,187.57,187.63,187.63,187.56,151200,1458463680.0,0.04,0.07,0.13,0.0
2018-08-07,2018-08-07,187.65,187.71,187.71,187.65,165200,1638235728.0,0.03,0.04,0.08,0.0
2018-08-08,2018-08-08,187.74,187.82,187.82,187.74,162900,1615340960.0,0.04,0.06,0.11,0.0
2018-08-09,2018-08-09,187.84,187.87,187.88,187.84,121500,1189085264.0,0.02,0.03,0.05,0.0
2018-08-10,2018-08-10,187.9,187.94,187.94,187.89,180500,1746833072.0,0.03,0.04,0.07,0.0
2018-08-13,2018-08-13,188.02,188.02,188.03,188.0,107600,1059661808.0,0.02,0.04,0.08,0.0
2018-08-14,2018-08-14,188.05,188.05,188.05,188.02,115600,1134749376.0,0.02,0.02,0.03,0.0
2018-08-15,2018-08-15,188.07,188.11,188.12,188.07,165300,1627967136.0,0.03,0.03,0.06,0.0
2018-08-16,2018-08-16,188.14,188.15,188.15,188.11,76200,741977920.0,0.02,0.02,0.04,0.0
2018-08-17,2018-08-17,188.17,188.2,188.2,188.17,74700,726244848.0,0.02,0.03,0.05,0.0
2018-08-20,2018-08-20,188.27,188.27,188.28,188.24,63000,621374192.0,0.02,0.04,0.07,0.0
2018-08-21,2018-08-21,188.3,188.29,188.3,188.26,56300,549991888.0,0.02,0.01,0.02,0.0
2018-08-22,2018-08-22,188.31,188.31,188.31,188.29,96900,960660624.0,0.01,0.01,0.02,0.0
2018-08-23,2018-08-23,188.34,188.34,188.34,188.3,100900,977478048.0,0.02,0.02,0.03,0.0
2018-08-24,2018-08-24,188.37,188.37,188.38,188.35,121800,1190814032.0,0.02,0.02,0.03,0.0
2018-08-27,2018-08-27,188.45,188.47,188.47,188.43,43300,419137024.0,0.02,0.05,0.1,0.0
2018-08-28,2018-08-28,188.5,188.5,188.51,188.48,65100,633616768.0,0.02,0.02,0.03,0.0
2018-08-29,2018-08-29,188.53,188.53,188.53,188.52,81600,803650400.0,0.01,0.02,0.03,0.0
2018-08-30,2018-08-30,188.55,188.54,188.56,188.54,86200,843068976.0,0.01,0.01,0.01,0.0
2018-08-31,2018-08-31,188.57,188.62,188.62,188.57,104800,1031221040.0,0.03,0.04,0.08,0.0
2018-09-03,2018-09-03,188.69,188.69,188.7,188.68,81800,805446368.0,0.01,0.04,0.07,0.0
2018-09-04,2018-09-04,188.72,188.71,188.72,188.69,83500,801834624.0,0.02,0.01,0.02,0.0
2018-09-05,2018-09-05,188.73,188.74,188.74,188.73,63600,626168032.0,0.01,0.02,0.03,0.0
2018-09-06,2018-09-06,188.77,188.76,188.77,188.76,77600,762302032.0,0.01,0.01,0.02,0.0
2018-09-07,2018-09-07,188.79,188.79,188.8,188.78,72500,714676064.0,0.01,0.02,0.03,0.0
2018-09-10,2018-09-10,188.86,188.87,188.87,188.84,78800,775995136.0,0.02,0.04,0.08,0.0
2018-09-11,2018-09-11,188.89,188.86,188.9,188.85,84200,831973056.0,0.03,-0.01,-0.01,0.0
2018-09-12,2018-09-12,188.89,188.87,188.89,188.85,93000,914708736.0,0.02,0.01,0.01,0.0
2018-09-13,2018-09-13,188.89,188.91,188.92,188.88,140400,1387334704.0,0.02,0.02,0.04,0.0
2018-09-14,2018-09-14,188.94,188.97,188.97,188.93,130100,1277694448.0,0.02,0.03,0.06,0.0
2018-09-17,2018-09-17,189.04,189.04,189.04,189.01,97400,955383024.0,0.02,0.04,0.07,0.0
2018-09-18,2018-09-18,189.06,189.06,189.07,189.04,89400,877909216.0,0.02,0.01,0.02,0.0
2018-09-19,2018-09-19,189.08,189.09,189.1,189.08,99800,987256528.0,0.01,0.02,0.03,0.0
2018-09-20,2018-09-20,189.12,189.12,189.12,189.09,214400,2060732720.0,0.02,0.02,0.03,0.0
2018-09-21,2018-09-21,189.14,189.18,189.18,189.14,98700,966483920.0,0.02,0.03,0.06,0.0
2018-09-25,2018-09-25,189.3,189.31,189.31,189.29,123600,1221634736.0,0.01,0.07,0.13,0.0
2018-09-26,2018-09-26,189.33,189.35,189.36,189.33,78700,774816000.0,0.02,0.02,0.04,0.0
2018-09-27,2018-09-27,189.37,189.38,189.39,189.36,104800,1034846912.0,0.02,0.02,0.03,0.0
2018-09-28,2018-09-28,189.41,189.45,189.45,189.41,79300,775141712.0,0.02,0.04,0.07,0.0
2018-10-08,2018-10-08,189.69,189.67,189.69,189.65,120600,1173262256.0,0.02,0.12,0.22,0.0
2018-10-09,2018-10-09,189.7,189.69,189.7,189.67,143800,1413124112.0,0.02,0.01,0.02,0.0
2018-10-10,2018-10-10,189.71,189.72,189.73,189.71,125100,1231582816.0,0.01,0.02,0.03,0.0
2018-10-11,2018-10-11,189.75,189.75,189.76,189.74,177000,1746262336.0,0.01,0.02,0.03,0.0
2018-10-12,2018-10-12,189.77,189.78,189.78,189.76,79900,786577984.0,0.01,0.02,0.03,0.0
2018-10-15,2018-10-15,189.86,189.85,189.87,189.85,182700,1807312640.0,0.01,0.04,0.07,0.0
2018-10-16,2018-10-16,189.88,189.92,189.92,189.87,155200,1541053120.0,0.03,0.04,0.07,0.0
2018-10-17,2018-10-17,189.94,189.93,189.95,189.92,103200,1005078944.0,0.02,0.01,0.01,0.0
2018-10-18,2018-10-18,189.96,189.95,189.96,189.91,97600,914056144.0,0.03,0.01,0.02,0.0
2018-10-19,2018-10-19,189.98,189.98,189.98,189.97,88300,840183792.0,0.01,0.02,0.03,0.0
2018-10-22,2018-10-22,190.05,190.06,190.07,190.05,115700,1089584240.0,0.01,0.04,0.08,0.0
2018-10-23,2018-10-23,190.08,190.11,190.12,190.07,128700,1239040128.0,0.03,0.03,0.05,0.0
2018-10-24,2018-10-24,190.14,190.1,190.14,190.09,141700,1389516176.0,0.03,-0.01,-0.01,0.0
2018-10-25,2018-10-25,190.12,190.1,190.14,190.09,124500,1206276560.0,0.03,0.0,0.0,0.0
2018-10-26,2018-10-26,190.13,190.12,190.14,190.1,86300,825817184.0,0.02,0.01,0.02,0.0
2018-10-29,2018-10-29,190.2,190.21,190.22,190.2,90100,853810784.0,0.01,0.05,0.09,0.0
2018-10-30,2018-10-30,190.24,190.26,190.27,190.21,119200,1156938944.0,0.03,0.03,0.05,0.0
2018-10-31,2018-10-31,190.29,190.29,190.31,190.26,127100,1244164944.0,0.03,0.02,0.03,0.0
2018-11-01,2018-11-01,190.31,190.36,190.36,190.31,64400,627568832.0,0.03,0.04,0.07,0.0
2018-11-02,2018-11-02,190.38,190.4,190.41,190.37,87200,827287696.0,0.02,0.02,0.04,0.0
2018-11-05,2018-11-05,190.48,190.49,190.5,190.47,89600,874977024.0,0.02,0.05,0.09,0.0
2018-11-06,2018-11-06,190.52,190.5,190.54,190.5,123600,1213347536.0,0.02,0.01,0.01,0.0
2018-11-07,2018-11-07,190.52,190.55,190.56,190.52,131000,1278851744.0,0.02,0.03,0.05,0.0
2018-11-08,2018-11-08,190.58,190.59,190.6,190.57,104700,1024502464.0,0.02,0.02,0.04,0.0
2018-11-09,2018-11-09,190.62,190.65,190.66,190.61,94100,918369984.0,0.03,0.03,0.06,0.0
2018-11-12,2018-11-12,190.75,190.75,190.76,190.73,126700,1250395488.0,0.02,0.05,0.1,0.0
2018-11-13,2018-11-13,190.78,190.8,190.8,190.75,118900,1158127232.0,0.03,0.03,0.05,0.0
2018-11-14,2018-11-14,190.82,190.9,190.9,190.82,118700,1163850464.0,0.04,0.05,0.1,0.0
2018-11-15,2018-11-15,190.93,190.98,190.99,190.93,142200,1385787552.0,0.03,0.04,0.08,0.0
2018-11-16,2018-11-16,191.01,191.06,191.06,191.01,123400,1196276960.0,0.03,0.04,0.08,0.0
2018-11-19,2018-11-19,191.14,191.16,191.16,191.13,109600,1069054448.0,0.02,0.05,0.1,0.0
2018-11-20,2018-11-20,191.18,191.21,191.22,191.17,129000,1263199280.0,0.03,0.03,0.05,0.0
2018-11-21,2018-11-21,191.23,191.26,191.27,191.23,162600,1567828256.0,0.02,0.03,0.05,0.0
2018-11-22,2018-11-22,191.29,191.33,191.33,191.29,170900,1687653904.0,0.02,0.04,0.07,0.0
2018-11-23,2018-11-23,191.36,191.38,191.39,191.35,113600,1115756896.0,0.02,0.03,0.05,0.0
2018-11-26,2018-11-26,191.46,191.47,191.47,191.43,183700,1814196048.0,0.02,0.05,0.09,0.0
2018-11-27,2018-11-27,191.5,191.5,191.52,191.49,137600,1340674144.0,0.02,0.02,0.03,0.0
2018-11-28,2018-11-28,191.53,191.52,191.53,191.49,149100,1480566784.0,0.02,0.01,0.02,0.0
2018-11-29,2018-11-29,191.54,191.56,191.56,191.53,93500,915980272.0,0.02,0.02,0.04,0.0
2018-11-30,2018-11-30,191.59,191.6,191.61,191.58,101100,981560912.0,0.02,0.02,0.04,0.0
2018-12-03,2018-12-03,191.68,191.71,191.71,191.68,103500,944955104.0,0.02,0.06,0.11,0.0
2018-12-04,2018-12-04,191.73,191.74,191.74,191.73,88600,874163856.0,0.01,0.02,0.03,0.0
2018-12-05,2018-12-05,191.76,191.78,191.79,191.76,100000,985546432.0,0.02,0.02,0.04,0.0
2018-12-06,2018-12-06,191.8,191.8,191.8,191.79,142400,1330902752.0,0.01,0.01,0.02,0.0
2018-12-07,2018-12-07,191.83,191.79,191.84,191.77,91000,873517072.0,0.04,-0.01,-0.01,0.0
2018-12-10,2018-12-10,191.88,191.89,191.91,191.87,105900,1053161488.0,0.02,0.05,0.1,0.0
2018-12-11,2018-12-11,191.92,191.97,191.98,191.92,149100,1483405216.0,0.03,0.04,0.08,0.0
2018-12-12,2018-12-12,192.0,192.0,192.01,191.98,186700,1857524176.0,0.02,0.02,0.03,0.0
2018-12-13,2018-12-13,192.03,192.02,192.03,192.01,167000,1655886128.0,0.01,0.01,0.02,0.0
2018-12-14,2018-12-14,192.05,192.03,192.05,192.02,149100,1458060560.0,0.02,0.01,0.01,0.0
2018-12-17,2018-12-17,192.1,192.1,192.12,192.09,171500,1710730384.0,0.02,0.04,0.07,0.0
2018-12-18,2018-12-18,192.13,192.14,192.15,192.13,136200,1345983456.0,0.01,0.02,0.04,0.0
2018-12-19,2018-12-19,192.17,192.2,192.2,192.15,145300,1442362432.0,0.03,0.03,0.06,0.0
2018-12-20,2018-12-20,192.23,192.23,192.24,192.21,125600,1238253536.0,0.02,0.02,0.03,0.0
2018-12-21,2018-12-21,192.27,192.28,192.29,192.27,90000,882883088.0,0.01,0.03,0.05,0.0
2018-12-24,2018-12-24,192.36,192.37,192.37,192.35,151300,1479380080.0,0.01,0.05,0.09,0.0
2018-12-25,2018-12-25,192.4,192.37,192.4,192.37,147500,1446114384.0,0.02,0.0,0.0,0.0
2018-12-26,2018-12-26,192.39,192.41,192.41,192.38,125000,1208401936.0,0.02,0.02,0.04,0.0
2018-12-27,2018-12-27,192.43,192.45,192.45,192.41,96100,947511488.0,0.02,0.02,0.04,0.0
2018-12-28,2018-12-28,192.47,192.46,192.49,192.44,96500,947078800.0,0.03,0.01,0.01,0.0
2019-01-02,2019-01-02,192.57,192.62,192.63,192.57,110100,1055400832.0,0.03,0.08,0.16,0.0
2019-01-03,2019-01-03,192.65,192.69,192.69,192.62,165100,1620496656.0,0.04,0.04,0.07,0.0
2019-01-04,2019-01-04,192.72,192.77,192.77,192.72,149200,1460259264.0,0.03,0.04,0.08,0.0
2019-01-07,2019-01-07,192.85,192.88,192.89,192.85,117700,1151001888.0,0.02,0.06,0.11,0.0
2019-01-08,2019-01-08,192.9,192.94,192.94,192.89,162900,1579669600.0,0.03,0.03,0.06,0.0
2019-01-09,2019-01-09,192.96,192.96,192.96,192.93,139000,1308650576.0,0.02,0.01,0.02,0.0
2019-01-10,2019-01-10,192.99,193.03,193.03,192.99,126700,1223440528.0,0.02,0.04,0.07,0.0
2019-01-11,2019-01-11,193.05,193.04,193.07,193.02,108700,1054591456.0,0.03,0.01,0.01,0.0
2019-01-14,2019-01-14,193.13,193.17,193.17,193.13,191700,1892287440.0,0.02,0.07,0.13,0.0
2019-01-15,2019-01-15,193.19,193.22,193.22,193.18,201200,1974572704.0,0.02,0.03,0.05,0.0
2019-01-16,2019-01-16,193.25,193.26,193.27,193.24,167400,1632991008.0,0.02,0.02,0.04,0.0
2019-01-17,2019-01-17,193.29,193.29,193.3,193.27,187900,1848762112.0,0.02,0.02,0.03,0.0
2019-01-18,2019-01-18,193.32,193.37,193.37,193.32,99800,952926112.0,0.03,0.04,0.08,0.0
2019-01-21,2019-01-21,193.45,193.48,193.48,193.44,114600,1124653952.0,0.02,0.06,0.11,0.0
2019-01-22,2019-01-22,193.51,193.51,193.53,193.49,199200,1960208160.0,0.02,0.02,0.03,0.0
2019-01-23,2019-01-23,193.54,193.48,193.54,193.47,147500,1396347168.0,0.04,-0.02,-0.03,0.0
2019-01-24,2019-01-24,193.51,193.56,193.56,193.5,148200,1394991312.0,0.03,0.04,0.08,0.0
2019-01-25,2019-01-25,193.58,193.59,193.6,193.57,87100,800653184.0,0.02,0.02,0.03,0.0
2019-01-28,2019-01-28,193.67,193.69,193.7,193.67,115400,1078346544.0,0.02,0.05,0.1,0.0
2019-01-29,2019-01-29,193.72,193.7,193.72,193.67,171200,1640868192.0,0.03,0.01,0.01,0.0
2019-01-30,2019-01-30,193.73,193.72,193.76,193.71,132000,1251210144.0,0.03,0.01,0.02,0.0
2019-01-31,2019-01-31,193.74,193.75,193.76,193.69,325000,3188030288.0,0.04,0.02,0.03,0.0
2019-02-01,2019-02-01,193.79,193.84,193.84,193.77,126000,1169785664.0,0.04,0.05,0.09,0.0
2019-02-11,2019-02-11,194.07,194.07,194.09,194.07,155300,1456605984.0,0.01,0.12,0.23,0.0
2019-02-12,2019-02-12,194.1,194.12,194.12,194.08,220900,2123027632.0,0.02,0.03,0.05,0.0
2019-02-13,2019-02-13,194.15,194.18,194.18,194.14,190600,1848569392.0,0.02,0.03,0.06,0.0
2019-02-14,2019-02-14,194.21,194.23,194.23,194.21,157300,1559964160.0,0.01,0.03,0.05,0.0
2019-02-15,2019-02-15,194.25,194.26,194.26,194.22,147100,1460000480.0,0.02,0.02,0.03,0.0
2019-02-18,2019-02-18,194.33,194.34,194.34,194.32,124300,1202037040.0,0.01,0.04,0.08,0.0
2019-02-19,2019-02-19,194.36,194.39,194.39,194.36,120300,1151932240.0,0.02,0.03,0.05,0.0
2019-02-20,2019-02-20,194.41,194.46,194.46,194.41,118800,1167881424.0,0.03,0.04,0.07,0.0
2019-02-21,2019-02-21,194.49,194.5,194.51,194.46,166200,1633506512.0,0.03,0.02,0.04,0.0
2019-02-22,2019-02-22,194.52,194.55,194.55,194.52,94300,918633664.0,0.02,0.03,0.05,0.0
